"plant","vox_size","px_obs","skel_length_mm","vein_density_mm2","end_points","branch_points","areole_num","areole_mmsq"
"219","0.001399","12199360","189.193112258","7.92378795541","438","643",120,"0.00037186819"
"219","0.001399","12199360","189.193112258","7.92378795541","438","643",120,"0.000303366155"
"219","0.001399","12199360","189.193112258","7.92378795541","438","643",120,"0.000246607326"
"219","0.001399","12199360","189.193112258","7.92378795541","438","643",120,"0.000197677301"
"219","0.001399","12199360","189.193112258","7.92378795541","438","643",120,"0.000178105291"
"219","0.001399","12199360","189.193112258","7.92378795541","438","643",120,"0.00015657608"
"219","0.001399","12199360","189.193112258","7.92378795541","438","643",120,"0.000144832874"
"219","0.001399","12199360","189.193112258","7.92378795541","438","643",120,"0.000121346462"
"219","0.001399","12199360","189.193112258","7.92378795541","438","643",120,"0.000111560457"
"219","0.001399","12199360","189.193112258","7.92378795541","438","643",120,"0.000111560457"
"219","0.001399","12199360","189.193112258","7.92378795541","438","643",120,"0.000111560457"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.25016943182"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.200125759451"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.17757684673"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.167955246614"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.152045159685"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.147404636114"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.142631022875"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.140433086152"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.138716620875"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.126145518852"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.122741946313"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.121814233039"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.116872300514"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.116474988711"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.11279349363"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.11118858881"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.106274057099"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.104763097927"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.104228782054"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.101786195206"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.101772494799"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.101588517905"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.100236092014"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.099239876705"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.098304334627"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.097613442674"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.096932336726"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.095973308236"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.094421247843"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.09310405157"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.092974876304"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.091921902166"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.090391370984"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.087946826935"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.087670861594"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.086022898352"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.085788034232"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.084893593375"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.083897378066"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.083286731354"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.082253329226"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.081957791875"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.080869588119"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.078720581421"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.077561918429"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.077039345762"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.075240678043"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.07366904564"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.073021212109"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.071974109574"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.07055709605"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.070490551216"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.07042009198"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.070339846739"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.070198928267"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.070169570252"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.069582409952"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.068398303347"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.066961717813"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.066061405353"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.065587762711"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.065405743018"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.065399871415"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.065168921697"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.06507693325"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.064542617377"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.063685363339"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.062867253321"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.062346637855"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.061078371607"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.061003997969"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.060587114156"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.060365950443"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.060315063217"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.060043012278"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.059336462717"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.059150528622"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.059125085009"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.05897046613"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.05850073789"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.058475294277"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.057870519168"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.05668054096"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.056214727122"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.055488605551"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.054940589271"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.052591948071"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.050094559595"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.050035843565"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.049826423058"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.049589601737"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.049562200923"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.049274492376"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.048634487649"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.048605129634"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.047916194882"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.04750126827"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.047015882422"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.045549938873"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.044992136588"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.044900148141"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.044886447734"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.044328645449"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.043543807848"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.042835301086"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.042737441036"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.042518234524"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.042349915238"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.041475046391"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.040829170061"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.039637234652"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.0395354602"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.039361269311"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.039243837251"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.039177292417"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.039114661985"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.038709521378"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.038460956851"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.036818865212"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.035691517436"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.034992796679"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.034438908796"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.034276461113"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.034180558264"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.03335070504"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.033315475422"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.033068868096"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.031187997935"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.02984731525"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.029792513622"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.028622107424"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.027162035478"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.027095490644"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.02698980179"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.026641420012"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.025901598034"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.025858539612"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.025631504296"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.025328138141"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.02497388476"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.024282992807"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.023302435106"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.022961882132"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.020552567701"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.020462536455"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.020176785109"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.019617025623"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.019436963131"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.018777386394"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.017880988336"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.017565878975"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.017192053584"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.016139079446"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.015679137211"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.015544090342"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.012070058567"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.010171573597"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.009163615082"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.005566279644"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.000369910989"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.000168319286"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.000154618879"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.000146790075"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.000142875673"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.000113517658"
"72","0.001399","6308715","112.271575741","9.09271294521","145","466",166,"0.000109603256"
